#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIETmisc.9025.desc;"We've failed. I've... failed," the guard laments. "We are sworn to protect the Emperor, and now he and all his heirs are dead. Wait.... The Amulet, where is the Emperor's amulet? It isn't on the Emperor's body."\n\n I show the guard the amulet, and tell him that Emperor gave it to me before he died. He says the Emperor must've given me the amulet for a purpose, one beyond our understanding.;;;;;;;;;;;;x
VIETmisc.9025.a;I must take it to his old advisor, who knows about the his last heir.;;;;;;;;;;;;x
VIETmisc.9026.tooltip;The guard looks puzzled.;;;;;;;;;;;;x
VIETmisc.9026.title;Splitting Up;;;;;;;;;;;;x
VIETmisc.9026.desc;The guard says he never heard about such an heir, but if anyone would know, it's the old advisor who currently lives a quiet life in a temple far from here. He tells me to immediately seek out this old advisor, while he will stay here to guard the Emperor's body. It is best we split up, it seems, if we are to elude these dangerous assassins, and traveling alone would draw less attention. The guardsman seemed to emphasize that time was of the essence and that I must reach this old advisor as soon as possible.;;;;;;;;;;;;x
VIETmisc.9026.a;How do I get there though?;;;;;;;;;;;;x
VIETmisc.9027.tooltip;He gives me directions on how to leave the secret tunnels, and a map to help me find my way to the aforementioned temple.;;;;;;;;;;;;x
VIETmisc.9027.title;Freedom;;;;;;;;;;;;x
VIETmisc.9027.desc;I follow the young guardsman's directions and, after what seems like hours, emerge at the end of the tunnel. I shield my eyes from the sun's glare as I emerge from the sewer exit, and am greeted with a most amazing sight. Before me is a beautiful, pastoral landscape, green and lush, and up ahead across a body of water are some ancient ruins.;;;;;;;;;;;;x
VIETmisc.9027.a;Which direction should I head?;;;;;;;;;;;;x
VIETmisc.9028.tooltip;The adventure begins....;;;;;;;;;;;;x
VIETmisc.9028.title;Oblivion of Dreams;;;;;;;;;;;;x
VIETmisc.9028.desc;The dream passes by like a blur. I rescue the Emperor's last heir, just as [Root.Religion.GetRandomEvilGodName] invades the world with demonic forces. Together with the Prince and other allies, we manage to figure out a way to defeat the hellish hordes and expel them from this world, though it comes at a price, as the Prince sacrifices his life in the end. Still, we triumph, and as I wake up from the dream, I feel a feeling of bittersweetness.\n\nWas it really a dream? It felt so real, like another universe out there.;;;;;;;;;;;;x
VIETmisc.9028.a;I must write down as much as I can!;;;;;;;;;;;;x
VIETmisc.9029.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9029.title;Oblivion of Dreams;;;;;;;;;;;;x
VIETmisc.9029.desc;The horizons of your dream expand into an entire lifetime of roaming the idyllic countryside, slaying beasts and bandits, raiding ancient ruins, and getting involved with the locals and aiding them where possible for fortune and fame. You even become intertwined in multiple guilds and master their arts of combat, sorcery, and guile.\n\nYou awaken in a sweat, contemplating the breadth of this incredible epic you dreamt of. As you write down everything you remember, recalling with shocking clarity the fanciful details of this otherworldly existence, it suddenly strikes you that in all those years, you never did do as the long dead Emperor requested and bring his enchanted jewelry to his associate.;;;;;;;;;;;;x
VIETmisc.9029.a;How is anyone supposed to rely on me?;;;;;;;;;;;;x
VIETmisc.9029.b;I must make every effort to fulfill my oaths.;;;;;;;;;;;;x
VIETmisc.9029.c;That was just a pleasant dream!;;;;;;;;;;;;x
VIETmisc.9030.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9030.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9030.desc;I have an elderly servant I am deeply attached to. For many years, [Root.GetSheHeOpp] has served me loyally without complaint, and put up with all me - if there is anyone I cannot bear to be cruel to, it is this [Root.GetManWomanOpp] who has become like a beloved older relative. But for the past few weeks, [Root.GetSheHeOpp] has been on [Root.GetHerHisOpp] deathbed, barely conscious, muttering strange things, and refusing food and drink.;;;;;;;;;;;;x
VIETmisc.9030.a;We keep a vigil day and night.;;;;;;;;;;;;x
VIETmisc.9031.tooltip; \n\nEveryone knows it is only a matter of time before [Root.GetSheHeOpp] passes away.;;;;;;;;;;;;x
VIETmisc.9031.title;Awake;;;;;;;;;;;;x
VIETmisc.9031.desc;One morning, I am chanting a few prayers quietly to myself for my servant's soul along with a few others in our household, when I get a little tired and decide to sit down next to [Root.GetHerHisOpp]. I reach out and hold [Root.GetHerHisOpp] hand - yet, as I do so, a miracle happens! [Root.GetSheHeCapOpp] opens [Root.GetHerHisOpp] eyes and looks around, as if trying to make sense of [Root.GetHerHisOpp] surroundings. The moment [Root.GetSheHeOpp] gazes at me, however, a look of utter happiness and deep love spreads across [Root.GetHerHisOpp] face.;;;;;;;;;;;;x
VIETmisc.9031.a;"How are you feeling?" I say. "It's fine, don't worry. I'm here.";;;;;;;;;;;;x
VIETmisc.9032.tooltip; \n\n[Root.GetSheHeCapOpp] stares at me for a few moments, before slowly reaching forward and gently cradling my face with [Root.GetHerHisOpp] hands.;;;;;;;;;;;;x
VIETmisc.9032.title;Love;;;;;;;;;;;;x
VIETmisc.9032.desc;"[Root.GetFirstName]... [Root.GetFirstName]! You're [Root.GetFirstName] from next door! You're back! But how.... I'm so sorry, I'm so sorry I couldn't do enough. I'm so sorry, I'm so sorry. Please forgive me."\n\nThough stunned and confused at [Root.GetHerHisOpp] outburst, I tell [Root.GetHerHimOpp], "It's alright. Don't blame yourself for something you didn't do. I'll be here for you."\n\n[Root.GetSheHeCapOpp] beams at me with joy, whispering, "I love you," before lying back down and closing [Root.GetHerHisOpp] eyes.;;;;;;;;;;;;x
VIETmisc.9032.a;My beloved servant never woke up after that.;;;;;;;;;;;;x
VIETmisc.9033.tooltip; \n\nAnd yet, [Root.GetHerHisOpp] face looks so peaceful and content.;;;;;;;;;;;;x
VIETmisc.9033.title;Questions;;;;;;;;;;;;x
VIETmisc.9033.desc;After the funeral of my beloved servant, I ask several of [Root.GetHerHisOpp] relatives what the whole incident was about. It is clearly evident that [Root.GetSheHeOpp] mistook me for someone else. At first, no one has any answers, until we manage to get ahold of [Root.GetHerHisOpp] younger sister, one of my other servants, who is very elderly herself.\n\nThe old lady, despite her age, has a look of strength and confidence about her as a she calmly tells me, "Ah, it's a funny coincidence, my [Root.GetMasterMistress].";;;;;;;;;;;;x
VIETmisc.9033.a;Why is it a funny coincidence?;;;;;;;;;;;;x
VIETmisc.9034.tooltip; \n\nThe old lady chuckles.;;;;;;;;;;;;x
VIETmisc.9034.title;Coincidence;;;;;;;;;;;;x
VIETmisc.9034.desc;"[Root.GetFirstName] was also the name of [Root.GetHerHisOpp] first love," [Root.GetHerHisOpp] sister explains. "They truly loved each other. But [Root.GetHerHisOpp] beloved was in an accident the day before their wedding and [Root.GetSheHe] died in [Root.GetHerHisOpp] arms, and [Root.GetSheHeOpp] always felt guilt over it. I don't remember if you look like [Root.GetHerHisOpp] beloved, as I was a little girl then, and am quite old now, so my memory may be failing me. It doesn't matter, though."\n\nI nod slowly, and say, "That is a strange coincidence. I am not sure what it means in the end.";;;;;;;;;;;;x
VIETmisc.9034.a;The old lady is deep in thought for a few moments.;;;;;;;;;;;;x
VIETmisc.9035.tooltip; \n\nI sit patiently, waiting for her to speak.;;;;;;;;;;;;x
VIETmisc.9035.title;Closure;;;;;;;;;;;;x
VIETmisc.9035.desc;"Perhaps it is mere chance, perhaps it is fate. Whatever it is, I am glad that in [Root.GetHerHisOpp] final moments, [Root.GetSheHeOpp] could gaze upon [Root.GetHerHisOpp] beloved," the old lady says. She pauses for a few moments, trying to compose herself as she is clearly deeply moved by this all. "For giving [Root.GetHerHimOpp] that gift of joy and love, I thank you sincerely from the bottom of my heart."\n\n"Perhaps they are together now at last, in the afterlife," I suggest.\n\nThe old lady pauses again, before she smiles gently.;;;;;;;;;;;;x
VIETmisc.9035.a;"Perhaps they are, my child.";;;;;;;;;;;;x
VIETmisc.9036.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9036.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9036.desc;For the last week or so, I have been feeling tired a lot. Therefore, I decided to sleep early today. Soon after, I find myself somewhere in the wilderness I do not recognize. It is a vast expanse of the greenest grass, dotted with fields of vibrant flowers of every color imaginable, flanked on both sides by breathtaking, snow-capped mountains. Above, the sun shines brightly.;;;;;;;;;;;;x
VIETmisc.9036.a;"Little [Root.GetFirstName]!" a voice calls to me. "Little [Root.GetFirstName]!";;;;;;;;;;;;x
VIETmisc.9037.tooltip; \n\nNo... it can't be....;;;;;;;;;;;;x
VIETmisc.9037.title;Reunion;;;;;;;;;;;;x
VIETmisc.9037.desc;Before my very eyes stands my grand[target_VIET_grandparent_dream.GetFatherMother], the late [target_VIET_grandparent_dream.GetTitledFirstName]. I don't quite recognize [target_VIET_grandparent_dream.GetHerHim] at first, yet something within the dream, within myself, tells me this IS my grand[target_VIET_grandparent_dream.GetFatherMother], no matter what my rational side may think.\n\nI am a child again, small and in awe of everything, and my grand[target_VIET_grandparent_dream.GetFatherMother] looks so tall and comforting. [target_VIET_grandparent_dream.GetSheHeCap] embraces me warmly, and takes my little hand. "Little one, I'm glad I found you."\n\n"What are you doing here?" I squeak, my voice exactly high-pitched like when I was young. "What's going on? Why are we here? Did I do something wrong?";;;;;;;;;;;;x
VIETmisc.9037.a;"No, no. You've been a good [Root.GetBoyGirl]," [target_VIET_grandparent_dream.GetSheHe] reassures me.;;;;;;;;;;;;x
VIETmisc.9038.tooltip; \n\n"You know I love you, right?" [target_VIET_grandparent_dream.GetSheHe] adds.\n\nI nod.;;;;;;;;;;;;x
VIETmisc.9038.title;Not Time Yet;;;;;;;;;;;;x
VIETmisc.9038.desc;Hand in hand, I walk with my grand[target_VIET_grandparent_dream.GetFatherMother] in the mountain meadows, before sitting on a hillside. We quietly admire the nature around us, the azure of the sky, the wispy pale white of the clouds.\n\n"Am I going with you somewhere?" I ask.\n\n"Little [Root.GetFirstName]," my grand[target_VIET_grandparent_dream.GetFatherMother] says gently, "We will, soon. But not yet."\n\n"Why not?"\n\n"Patience, my child. I love you very much, and I'll be waiting for you. But now, child, first make your preparations for our journey, and then we can go.";;;;;;;;;;;;x
VIETmisc.9038.a;"Thank you," I say.;;;;;;;;;;;;x
VIETmisc.9039.tooltip; \n\nI snuggle up next to [target_VIET_grandparent_dream.GetHerHim] and fall asleep.;;;;;;;;;;;;x
VIETmisc.9039.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9039.desc;I slowly awake as I hear the birds chirping outside. I sit up, and recall my dream in vivid detail, almost as if it were real. Why did I dream of my grand[target_VIET_grandparent_dream.GetFatherMother], like that? It was such a comforting dream, as if I felt a great sense of relief wash over me that was helping me prepare for something profound. But what journey was my grand[target_VIET_grandparent_dream.GetFatherMother] speaking of?;;;;;;;;;;;;x
VIETmisc.9039.a;Life continues as it always had.;;;;;;;;;;;;x
VIETmisc.9040.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9040.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9040.desc;Every now and then, no matter if I'm in the middle of some official business, walking outside in my garden, or relaxing in my room, I see my grand[target_VIET_grandparent_dream.GetFatherMother], [target_VIET_grandparent_dream.GetTitledFirstName], standing a distance away, watching me with a pleasant smile on [target_VIET_grandparent_dream.GetHerHis] face before he vanishes. Yet this doesn't alarm me as it normally would - it is comforting, as if [target_VIET_grandparent_dream.GetSheHe] is watching over me, preparing me for something. When I ask people if they also see [target_VIET_grandparent_dream.GetHerHim], no one knows who I'm talking about about.\n\n"You're right," I lie to them. "I was just seeing things.";;;;;;;;;;;;x
VIETmisc.9040.a;I've still been feeling more tired as of late.;;;;;;;;;;;;x
VIETmisc.9041.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9041.title;Gentle Reminder;;;;;;;;;;;;x
VIETmisc.9041.desc;I am in the land of dreams again - a gorgeous meadow, nestled in the mountains. And there standing before me, once more, is my grand[target_VIET_grandparent_dream.GetFatherMother], smiling serenely as [target_VIET_grandparent_dream.GetSheHe] looks down at me.\n\nI am a child again, and shyly look at the ground as [target_VIET_grandparent_dream.GetSheHe] says, "I've been watching over you. Have you made your preparations for our journey yet?"\n\nI don't answer for some reason.\n\n[target_VIET_grandparent_dream.GetSheHeCap] laughs and ruffles through my hair. "Don't worry, child. It's almost time to leave. I know you'll be able to leave behind what you need to leave behind, alright? I've been helping you, and I'll continue to be here to help you.";;;;;;;;;;;;x
VIETmisc.9041.a;"Thank you," I mutter, as I slowly wake up.;;;;;;;;;;;;x
VIETmisc.9042.tooltip; \n\nOutside, it is morning, and the birds are chirping.;;;;;;;;;;;;x
VIETmisc.9042.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9042.desc;I mull on the meaning of that second dream where my grand[target_VIET_grandparent_dream.GetFatherMother] appeared. There is something profound, yet mysterious about it, even though it is just a dream. Still, at the end of the day, as strange as it is, I also find these dreams comforting. Perhaps my grand[target_VIET_grandparent_dream.GetFatherMother]'s spirit is indeed watching over me.;;;;;;;;;;;;x
VIETmisc.9042.a;My servants call me to breakfast, yet I don't feel too hungry.;;;;;;;;;;;;x
VIETmisc.9043.tooltip; \n\nI yawn and stretch. I'd just like to relax and rest today.;;;;;;;;;;;;x
VIETmisc.9043.title;Preparations;;;;;;;;;;;;x
VIETmisc.9043.desc;I have been feeling too tired the last few days, even more so than I have been for the past few weeks, yet the physicians have not been able to detect anything abnormal. I'm confused, until I recall the visions I've had - both in my dreams and what I see in real life - about my grand[target_VIET_grandparent_dream.GetFatherMother]. Upon doing so, I feel a sense of realization and inner peace.\n\nFinally, I understand.\n\nThe people around me are confused when I explain, though. That's fine. They will understand in time, and prepare for the journey we all must go on.\n\nThat evening, I lie down in bed and rest, refusing food or drink when offered, yet I feel lighter and refreshed.;;;;;;;;;;;;x
VIETmisc.9043.a;I gaze around one last time, before closing my eyes.;;;;;;;;;;;;x
VIETmisc.9044.tooltip; \n\nIt is time to go meet grand[target_VIET_grandparent_dream.GetFatherMother].;;;;;;;;;;;;x
VIETmisc.9044.title;Final Journey;;;;;;;;;;;;x
VIETmisc.9044.desc;I drift in and out of consciousness, oblivious to everything around me. After an immeasurable amount of time, I see [target_VIET_grandparent_dream.GetTitledFirstName], my grand[target_VIET_grandparent_dream.GetFatherMother]. I am a child once more, just like in the dreams I had before, and [target_VIET_grandparent_dream.GetSheHe] towers over me, but comfortingly so.\n\n"Are you ready to go, little [Root.GetFirstName]?" [target_VIET_grandparent_dream.GetSheHe] asks. "I know it's hard to let go, but you can do it. Everyone must make this journey eventually."\n\n"I think I'm ready," I mutter. I offer my hand to [target_VIET_grandparent_dream.GetHerHim]. "And I'm with you, so I'll be fine! I love you!"\n\n[target_VIET_grandparent_dream.GetSheHeCap] gently holds my hand and smiles.;;;;;;;;;;;;x
VIETmisc.9044.a;"I love you too. Let's go then, little one.";;;;;;;;;;;;x
VIETmisc.9045.desc;While traveling, you happen upon a strange merchant from the far south who calls himself "Qi Ma the Liar." Insisting on speaking in the third person, he greets you while twirling his cat-like whiskers: "Qi Ma knows much, tells some. Qi Ma knows many things others do not.";;;;;;;;;;;;x
VIETmisc.9045.a;I'm bored. Let's see what this eccentric fellow knows.;;;;;;;;;;;;x
VIETmisc.9045.b;I shouldn't associate with those who refer to strange things.;;;;;;;;;;;;x
VIETmisc.9046.desc;Qi Ma says: "Qi Ma has recently heard that men and women from Mexico and the Caribbean look more attractive than they did in the past. He has no opinion on the matter. All people are beautiful to him.";;;;;;;;;;;;x
VIETmisc.9046.a;Definitely.;;;;;;;;;;;;x
VIETmisc.9047.desc;Qi Ma says: "Qi Ma is not very impressed with the Crusader Kings. Many go step in the Holy Land for only a few days before coming home to say they are a Crusader, yet everyone thinks this makes them better in battle.";;;;;;;;;;;;x
VIETmisc.9047.a;I agree.;;;;;;;;;;;;x
VIETmisc.9047.b;I earned my status as a Crusader fairly!;;;;;;;;;;;;x
VIETmisc.9047.c;What are these Crusades you speak of?;;;;;;;;;;;;x
VIETmisc.9048.desc;Qi Ma says, "Qi Ma loves Canada and the USA. Many interesting events that happen to them. Much more than in the Caribbean.";;;;;;;;;;;;x
VIETmisc.9048.a;I suppose so.;;;;;;;;;;;;x
VIETmisc.9049.desc;Qi Ma says: "Something strange happens to children when they have too much intelligence and beauty. Some say this increases their chances of having cancer! Qi Ma is glad he is not too smart or beautiful.";;;;;;;;;;;;x
VIETmisc.9049.a;I hope my children are alright.;;;;;;;;;;;;x
VIETmisc.9050.desc;Qi Ma says: "Some claim there is a secret demon-worshipping society across the world! What a ridiculous idea. Only fantasy-loving adolescents who enjoy the idea of wanton murder and orgies would join such a society.";;;;;;;;;;;;x
VIETmisc.9050.a;Some want to believe in the strangest things.;;;;;;;;;;;;x
VIETmisc.9051.desc;Qi Ma says: "Qi Ma has heard stories about physicians who perform castrations to cure the common cold. Qi Ma is glad his physician is not insane.";;;;;;;;;;;;x
VIETmisc.9051.a;I hope my physician isn't insane, either.;;;;;;;;;;;;x
VIETmisc.9052.desc;Qi Ma says, "So many crusader kings kill their firstborn sons. Some say because he is not as intelligent as the second son. Some say because he is not as strong as the third son. Some say the daughter will make a better heir. Qi Ma is glad his parents loved him no matter what.";;;;;;;;;;;;x
VIETmisc.9052.a;Um... I think my parents loved me too.;;;;;;;;;;;;x
VIETmisc.9053.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9053.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9053.desc;xxxxx;;;;;;;;;;;;x
VIETmisc.9053.a;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.9054.tooltip;xxxxx;;;;;;;;;;;;x
VIETmisc.9054.title;xxxxx;;;;;;;;;;;;x
VIETmisc.9054.desc;xxxxx;;;;;;;;;;;;x
