#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIET_hellenic_statue_male_desc;An ancient marble statue of a man or god, perhaps carved by the pagan Greeks or Romans.;;;;;;;;;;;;x
VIET_dinosaur_bone;Mythical Creature's Bone;;;;;;;;;;;;x
VIET_dinosaur_bone_desc;A large bone that may have belonged to a legendary, antediluvian creature.;;;;;;;;;;;;x
VIET_lusty_argonian_maid;The Lusty [From.OriginalOwner.Culture.GetName] Maid;;;;;;;;;;;;x
VIET_lusty_argonian_maid_desc;A play about the bawdy adventures of a [From.OriginalOwner.Culture.GetName] girl.;;;;;;;;;;;;x
VIET_guan_yu_statue;Statue of Guan Yu;;;;;;;;;;;;x
VIET_guan_yu_statue_desc;A small, beautiful sculpture of Guan Yu, the Chinese God of War, stands watch over whoever owns it.;;;;;;;;;;;;x
VIET_pewter_spoon;Pewter Spoon;;;;;;;;;;;;x
VIET_pewter_spoon_desc;A good spoon used to eat good food.;;;;;;;;;;;;x
VIET_measuring_rod;Measuring Rod;;;;;;;;;;;;x
VIET_measuring_rod_desc;To measure things is to know them, to know them is to control them.;;;;;;;;;;;;x
VIET_flower_vase;Flower Vase;;;;;;;;;;;;x
VIET_flower_vase_desc;A lovely flower vase, expertly made with intricate designs. It is a cornerstone of any home's decor.;;;;;;;;;;;;x
VIET_ancient_statue_desert;Ancient Statue;;;;;;;;;;;;x
VIET_ancient_statue_desert_desc;An ancient statue that was found in the desert. Who made it, and for what purpose did it serve?;;;;;;;;;;;;x
VIET_prehistoric_bone_flute;Ancient Bone Flute;;;;;;;;;;;;x
VIET_prehistoric_bone_flute_desc;A flute from antediluvian times, made from the bone of a large creature or man.;;;;;;;;;;;;x
VIET_celtic_stone_head;Ancient Stone Head;;;;;;;;;;;;x
VIET_celtic_stone_head_desc;Fine stone, carved into the shape of a mustached man by the ancients.;;;;;;;;;;;;x
VIET_weighing_scales;Weighing Scales;;;;;;;;;;;;x
VIET_weighing_scales_desc;It is important to trust the scales one use, lest one be duped by knaves and cheats.;;;;;;;;;;;;x
VIET_hammer;Common Hammer;;;;;;;;;;;;x
VIET_hammer_desc;If the only tool you have is a hammer, every problem will look like a nail.;;;;;;;;;;;;x
VIET_trusty_shovel;Trusty Shovel;;;;;;;;;;;;x
VIET_trusty_shovel_desc;Useful for digging or moving materials, and occasionally for smacking someone on the head.;;;;;;;;;;;;x
VIET_leather_knapsack;Leather Knapsack;;;;;;;;;;;;x
VIET_leather_knapsack_desc;Why carry something in your hands when you can put it in a trusty knapsack?;;;;;;;;;;;;x
VIET_landscape_painting_lake;Landscape Painting (Lake);;;;;;;;;;;;x
VIET_landscape_painting_lake_desc;A lovely painting of a lake. It so realistic, as if one can bathe in its cool waters!;;;;;;;;;;;;x
VIET_landscape_painting_ruin;Landscape Painting (Ruin);;;;;;;;;;;;x
VIET_landscape_painting_ruin_desc;A thoughtful painting of an ancient ruin. What secrets does it hold?;;;;;;;;;;;;x
VIET_landscape_painting_forest;Landscape Painting (Forest);;;;;;;;;;;;x
VIET_landscape_painting_forest_desc;A gorgeous painting of a forest, a lush vision of the possibilities of life.;;;;;;;;;;;;x
VIET_wooden_bowl;Wooden Bowl;;;;;;;;;;;;x
VIET_wooden_bowl_desc;Though this wooden bowl is simple, one must remember that there can be beauty in simplicity.;;;;;;;;;;;;x
VIET_shadowbanish_wine_recipe;Recipe for "Shadow Banish" Wine;;;;;;;;;;;;x
VIET_shadowbanish_wine_recipe_desc;Developed by an alchemist years ago, this wine purportedly improves one's eyesight at night.;;;;;;;;;;;;x
VIET_oblivion_dream_book_alt;Dream of Another World;;;;;;;;;;;;x
VIET_oblivion_dream_book_alt_desc;This scroll recounts a dream [From.OriginalOwner.GetTitledName] had where [From.OriginalOwner.GetSheHe] was supposed to help a long-lost Prince and defeat the hordes of hell led by [From.OriginalOwner.Religion.GetRandomEvilGodName] but instead ran around doing random quests and errands for the locals.;;;;;;;;;;;;x
VIET_reliable_lockpick;Reliable Lockpick;;;;;;;;;;;;x
VIET_reliable_lockpick_desc;A useful tool for unlocking anything. Well, almost anything - it probably can't unlock the secrets of life or love, but who knows?;;;;;;;;;;;;x
VIET_ceramic_tankard;Ceramic Tankard;;;;;;;;;;;;x
VIET_ceramic_tankard_desc;A simple, modest cup for drinking. Surely, its owner must also be of a humble temperament.;;;;;;;;;;;;x
xxxxxx;xxxxx;;;;;;;;;;;;x
